Month,Log Ret EP,d/p,e/p,b/m,ntis,d/e,tbl,dfy,tms
194702,-0.015112641,-3.069457648,-2.55399211,0.685858021,0.0503799,-0.515465538,0.0038,0.0057,0.0176
194703,-0.01731049,-3.04782386,-2.480302893,0.741534989,0.050863635,-0.567520967,0.0038,0.006,0.0175
194704,-0.039985683,-2.989806109,-2.396978683,0.770042194,0.05223221,-0.592827426,0.0038,0.0063,0.0179
194705,-0.009272929,-2.962830391,-2.346200779,0.776366322,0.047192904,-0.616629612,0.0038,0.0064,0.0178
194706,0.050942075,-2.996389952,-2.357309993,0.741116751,0.046887742,-0.639079959,0.0038,0.0066,0.0178
194707,0.034972129,-3.018839849,-2.367685532,0.717327219,0.040160407,-0.651154317,0.0066,0.0063,0.0148
194708,-0.028940725,-2.977620524,-2.314846644,0.734693878,0.04292842,-0.66277388,0.0075,0.0061,0.0135
194709,-0.014468833,-2.95107911,-2.277101845,0.740323399,0.044029565,-0.673977264,0.008,0.0062,0.0133
194710,0.020248808,-2.951158002,-2.285238047,0.722732523,0.042544988,-0.665919955,0.0085,0.0065,0.0132
194711,-0.029696727,-2.901777855,-2.243649296,0.731992647,0.0459125,-0.658128559,0.0092,0.0067,0.0137
194712,0.019678163,-2.902206216,-2.251618649,0.725325679,0.029166134,-0.650587566,0.0095,0.0066,0.0148
194801,-0.041493845,-2.857560371,-2.190442319,0.751888304,0.03115062,-0.667118052,0.0097,0.0066,0.0146
194802,-0.048942647,-2.805505144,-2.122247646,0.787769784,0.029072983,-0.683257497,0.01,0.0068,0.0141
194803,0.073479047,-2.875888292,-2.176875992,0.841422122,0.027164675,-0.6990123,0.01,0.007,0.0141
194804,0.025346519,-2.902067798,-2.174235059,0.82599302,0.027519487,-0.727832739,0.01,0.0069,0.0139
194805,0.074427883,-2.977328667,-2.221482892,0.781692356,0.025573223,-0.755845775,0.01,0.0062,0.0131
194806,0.002158341,-2.980319995,-2.197224577,0.786973504,0.024368971,-0.783095417,0.01,0.0058,0.0138
194807,-0.055464551,-2.917875501,-2.105649497,0.822257762,0.022750385,-0.812226004,0.01,0.0056,0.0141
194808,0.006659518,-2.917666761,-2.077564782,0.82053822,0.019797336,-0.84010198,0.0106,0.006,0.0136
194809,-0.031425229,-2.879456722,-2.012646047,0.836231071,0.019688098,-0.866810675,0.0109,0.0061,0.0133
194810,0.064654137,-2.922315506,-2.043420995,0.791905672,0.018690788,-0.878894511,0.0112,0.0066,0.0131
194811,-0.115488156,-2.785553762,-1.895237013,0.870911215,0.018584243,-0.890316749,0.0114,0.0069,0.0125
194812,0.029086145,-2.793866121,-1.89274361,0.840947547,0.015026312,-0.90112251,0.0116,0.0074,0.0121
194901,0.0003404,-2.777418237,-1.881043167,0.832402858,0.01330503,-0.89637507,0.0117,0.0075,0.0116
194902,-0.041194423,-2.719746587,-1.827975126,0.861550907,0.017211424,-0.891771461,0.0117,0.0074,0.0114
194903,0.028677243,-2.73224493,-1.844941735,0.901750423,0.014771834,-0.887303195,0.0117,0.0077,0.011
194904,-0.022451861,-2.69725421,-1.820665798,0.917499713,0.014255442,-0.876588413,0.0117,0.0075,0.011
194905,-0.039001921,-2.645889637,-1.77985179,0.948562604,0.015867906,-0.866037848,0.0117,0.0074,0.011
194906,-0.003090928,-2.630618461,-1.774952351,0.953888424,0.01519133,-0.85566611,0.0117,0.0076,0.01
194907,0.059442591,-2.684392763,-1.836633045,0.907799,0.01804206,-0.847759719,0.0102,0.0079,0.0114
194908,0.011030743,-2.689823755,-1.849924651,0.893876637,0.017969567,-0.839899105,0.0104,0.0078,0.0106
194909,0.022486419,-2.706767327,-1.874694674,0.875020547,0.021894047,-0.832072653,0.0107,0.0077,0.0105
194910,0.028222945,-2.704319637,-1.913601699,0.842566213,0.021380079,-0.790717939,0.0105,0.0075,0.0107
194911,0.000346511,-2.674976202,-1.924758714,0.833724876,0.02271765,-0.750217488,0.0108,0.0075,0.0104
194912,0.04174714,-2.687966833,-1.977427909,0.796429284,0.026499379,-0.710538923,0.011,0.0073,0.0099
195001,0.016263839,-2.696388261,-1.987423365,0.791416819,0.027460986,-0.708964897,0.0107,0.0067,0.0108
195002,0.008988397,-2.697651494,-1.990240153,0.784998034,0.025899025,-0.707411341,0.0112,0.0066,0.0102
195003,0.003123903,-2.693124551,-1.987238345,0.825527785,0.029588802,-0.705886206,0.0112,0.0066,0.0103
195004,0.04316693,-2.728738666,-2.007733157,0.796497471,0.027652145,-0.721005509,0.0115,0.0063,0.0099
195005,0.037573169,-2.758839167,-2.023192072,0.761346343,0.029738973,-0.735647094,0.0116,0.0064,0.0097
195006,-0.06075084,-2.690677951,-1.940835427,0.813447468,0.03170544,-0.749842524,0.0115,0.0066,0.0101
195007,0.007477419,-2.663649863,-1.925931682,0.812320917,0.031315288,-0.737718181,0.0116,0.0067,0.0098
195008,0.030994403,-2.661379545,-1.935110908,0.784340849,0.030657329,-0.726268637,0.012,0.0062,0.0094
195009,0.053327292,-2.682668128,-1.96721519,0.751457855,0.027059357,-0.715452938,0.013,0.0057,0.009
195010,0.003013604,-2.652284205,-1.956721065,0.755966401,0.028026774,-0.69556314,0.0131,0.0055,0.0094
195011,-0.002157282,-2.617927958,-1.941307737,0.747363796,0.026189262,-0.676620221,0.0136,0.0055,0.0088
195012,0.043981779,-2.630762576,-1.972220925,0.722538442,0.031866602,-0.658541651,0.0134,0.0053,0.009
195101,0.058326221,-2.678928522,-2.032836413,0.683599244,0.02974359,-0.646092109,0.0134,0.0051,0.0087
195102,0.005310037,-2.674227322,-2.040457271,0.674866098,0.03085788,-0.633770051,0.0136,0.005,0.0092
195103,-0.019685034,-2.644680587,-2.02311421,0.7813946,0.032494612,-0.621566377,0.014,0.0045,0.0101
195104,0.045784176,-2.682957508,-2.083164916,0.749430788,0.03191643,-0.599792592,0.0147,0.0048,0.0101
195105,-0.042707446,-2.632878503,-2.054959306,0.777889045,0.030564544,-0.577919197,0.0155,0.0051,0.0099
195106,-0.02757448,-2.597930038,-2.041983979,0.800362677,0.036078943,-0.555946059,0.0145,0.0055,0.0114
195107,0.065145944,-2.672956726,-2.134501319,0.753121849,0.032450083,-0.538455407,0.0156,0.0059,0.0096
195108,0.037184574,-2.720152782,-2.199805224,0.718593895,0.030227432,-0.520347558,0.0162,0.0062,0.0084
195109,-0.002216887,-2.728024812,-2.226452394,0.716182328,0.028633195,-0.501572418,0.0163,0.0062,0.009
195110,-0.015135546,-2.738592551,-2.221937646,0.740232514,0.028951708,-0.516654906,0.0154,0.0061,0.01
195111,-0.003918101,-2.760998803,-2.228749073,0.74329238,0.03144941,-0.53224973,0.0156,0.006,0.0108
195112,0.036720486,-2.824834577,-2.276426242,0.721316347,0.03599303,-0.548408335,0.0173,0.006,0.0096
195201,0.014138456,-2.837921594,-2.297350269,0.717425838,0.035051023,-0.540571325,0.0157,0.0061,0.0111
195202,-0.038417579,-2.7984261,-2.265727611,0.746693325,0.034631663,-0.532698489,0.0154,0.006,0.0115
195203,0.045293598,-2.842695996,-2.31788413,0.751874119,0.031945608,-0.524811866,0.0159,0.0055,0.0104
195204,-0.045348984,-2.791636917,-2.282210874,0.786399099,0.033043562,-0.509426043,0.0157,0.0057,0.0097
195205,0.021501356,-2.807560303,-2.313541798,0.770517989,0.031946587,-0.494018505,0.0167,0.0056,0.009
195206,0.043655463,-2.845710987,-2.367123614,0.738715088,0.027671236,-0.478587373,0.017,0.0056,0.0089
195207,0.015967434,-2.863185618,-2.381751872,0.724710259,0.027783732,-0.481433746,0.0181,0.0055,0.008
195208,-0.016197907,-2.848511549,-2.364243759,0.736620128,0.027916439,-0.48426779,0.0183,0.0057,0.0084
195209,-0.021194652,-2.828740883,-2.34164282,0.748678911,0.030943054,-0.487098063,0.0171,0.0057,0.0106
195210,-0.002264278,-2.837161175,-2.335195079,0.752516436,0.029852836,-0.501966097,0.0174,0.0053,0.0095
195211,0.043903769,-2.891934163,-2.37503427,0.714235352,0.026519908,-0.516899892,0.0185,0.0055,0.0087
195212,0.033109249,-2.936193055,-2.404314022,0.694073313,0.026425724,-0.531879033,0.0209,0.0054,0.007
195301,-0.008808613,-2.929016443,-2.3929794,0.699175208,0.025802935,-0.536037043,0.0196,0.0049,0.0083
195302,-0.020003499,-2.910653264,-2.370475429,0.712702712,0.026367741,-0.540177836,0.0197,0.0046,0.009
195303,-0.025507507,-2.886819356,-2.342517803,0.762496874,0.023785718,-0.544301553,0.0201,0.0045,0.0093
195304,-0.028673277,-2.857610499,-2.304752346,0.776706096,0.026038874,-0.552858152,0.0219,0.0042,0.0084
195305,-0.005053063,-2.851995392,-2.290704038,0.78375202,0.027024598,-0.561291354,0.0216,0.0044,0.0098
195306,-0.018191013,-2.833213344,-2.263587463,0.795496906,0.027228481,-0.569625882,0.0211,0.0046,0.009
195307,0.023256717,-2.858168617,-2.283246031,0.774929189,0.025882997,-0.574922586,0.0204,0.0058,0.0097
195308,-0.061212684,-2.79865449,-2.218459164,0.816935916,0.027752175,-0.580195326,0.0204,0.0061,0.0099
195309,-0.000204933,-2.799940113,-2.214503625,0.808210877,0.025540235,-0.585436488,0.0179,0.0059,0.0105
195310,0.048558116,-2.842629995,-2.269452242,0.77372104,0.024338513,-0.573177753,0.0138,0.0066,0.0143
195311,0.007725728,-2.844586334,-2.28364999,0.758431958,0.025438669,-0.560936344,0.0144,0.0064,0.0142
195312,0.000684905,-2.839683241,-2.290964045,0.759700961,0.02455226,-0.548719197,0.016,0.0061,0.0114
195401,0.048939089,-2.885015728,-2.335589279,0.729847122,0.023211535,-0.549426449,0.0118,0.0065,0.0173
195402,0.001872447,-2.88313453,-2.332996993,0.72451959,0.022438262,-0.550137537,0.0097,0.0066,0.0182
195403,0.028905015,-2.90834977,-2.357518812,0.804915818,0.021990539,-0.550830958,0.0103,0.0065,0.0175
195404,0.047027199,-2.960732717,-2.396246597,0.765039301,0.020862471,-0.56448612,0.0097,0.0062,0.0176
195405,0.031745675,-2.997673176,-2.41959633,0.745976976,0.018483554,-0.578076846,0.0076,0.0059,0.0203
195406,0.00015174,-3.00294756,-2.411336799,0.732467844,0.018296142,-0.591610761,0.0064,0.0059,0.0208
195407,0.054997789,-3.053955716,-2.465664222,0.702172913,0.017688783,-0.588291494,0.0072,0.0061,0.0194
195408,-0.0353605,-3.014799938,-2.429797714,0.727516379,0.017581945,-0.585002224,0.0092,0.0062,0.0177
195409,0.079020869,-3.090114379,-2.508392934,0.677745103,0.016907679,-0.581721445,0.0101,0.0058,0.017
195410,-0.020507546,-3.054677041,-2.471112082,0.693758164,0.017593444,-0.583564959,0.0098,0.0059,0.0173
195411,0.076934284,-3.116877409,-2.531539155,0.631641544,0.014216112,-0.585338254,0.0093,0.0056,0.0181
195412,0.048610803,-3.151180812,-2.564115908,0.604119785,0.025978579,-0.587064904,0.0115,0.0055,0.0157
195501,0.016888198,-3.164763344,-2.559414878,0.597558888,0.025294133,-0.605348466,0.0122,0.0052,0.0164
195502,0.002568196,-3.164009284,-2.540848496,0.593148324,0.026982119,-0.623160788,0.0117,0.0054,0.0175
195503,-0.005974753,-3.154815822,-2.514312375,0.607761777,0.026950743,-0.640503447,0.0128,0.0046,0.016
195504,0.035707208,-3.189714812,-2.522483783,0.584987666,0.025399714,-0.667231029,0.0159,0.0048,0.0131
195505,-0.002525648,-3.186262582,-2.493118593,0.586075413,0.024373706,-0.693143989,0.0145,0.0046,0.0142
195506,0.077914267,-3.263227887,-2.544922147,0.551641632,0.024390767,-0.71830574,0.0141,0.0046,0.0152
195507,0.057584651,-3.311583122,-2.581321392,0.534506815,0.023820594,-0.730261731,0.016,0.0046,0.014
195508,-0.009425259,-3.293294709,-2.5514533,0.531846726,0.025742363,-0.741841409,0.019,0.0045,0.0111
195509,0.009560429,-3.294235218,-2.541189896,0.533624791,0.02477461,-0.753045322,0.0207,0.0046,0.0091
195510,-0.032785711,-3.259197285,-2.492969297,0.54740915,0.024240868,-0.766227988,0.0223,0.0049,0.0069
195511,0.07033489,-3.327311206,-2.548171537,0.51525059,0.025189437,-0.779139669,0.0224,0.0048,0.0071
195512,-0.002773843,-3.322576427,-2.530798643,0.50982801,0.025245104,-0.791777784,0.0254,0.0047,0.0041
195601,-0.039188654,-3.267266708,-2.487192236,0.528954412,0.026417921,-0.780074472,0.0241,0.0049,0.0051
195602,0.032167844,-3.283561394,-2.514905752,0.514835108,0.024183983,-0.768655642,0.0232,0.005,0.0061
195603,0.065088452,-3.333029933,-2.575524884,0.5310772,0.026654931,-0.75750505,0.0225,0.005,0.0078
195604,-0.004229159,-3.317569668,-2.581623358,0.526621716,0.026166232,-0.73594631,0.026,0.0044,0.0051
195605,-0.070162056,-3.236356261,-2.521864439,0.568559774,0.029105817,-0.714491823,0.0261,0.0045,0.0038
195606,0.036339163,-3.261722435,-2.568575255,0.551564593,0.025460548,-0.693147181,0.0249,0.005,0.005
195607,0.048315725,-3.304583041,-2.631862783,0.524902957,0.024618571,-0.672720258,0.0231,0.0052,0.0082
195608,-0.040972082,-3.258445578,-2.606273346,0.541391124,0.02364777,-0.652172232,0.026,0.005,0.0065
195609,-0.048893909,-3.204644605,-2.573141587,0.571909521,0.029129906,-0.631503017,0.0284,0.0051,0.004
195610,0.002645096,-3.227983652,-2.583029997,0.566427008,0.029184819,-0.644953655,0.029,0.0058,0.0039
195611,-0.013518902,-3.235579554,-2.576849745,0.574897415,0.026838824,-0.658729809,0.0299,0.0055,0.0034
195612,0.031991442,-3.289216447,-2.616389269,0.544176827,0.025968701,-0.672827178,0.0321,0.0062,0.0024
195701,-0.045269045,-3.248451342,-2.574685554,0.567242675,0.027643814,-0.673765788,0.0311,0.0072,0.0017
195702,-0.035772411,-3.217184007,-2.542474056,0.584994189,0.029769246,-0.67470995,0.031,0.008,0.0018
195703,0.016894715,-3.238565106,-2.562911082,0.599818875,0.026252373,-0.675654023,0.0308,0.0077,0.0023
195704,0.033731608,-3.27485178,-2.597237914,0.57609839,0.027084319,-0.677613866,0.0307,0.0077,0.0038
195705,0.033734997,-3.311133531,-2.631566586,0.56403858,0.02858925,-0.679566946,0.0306,0.0078,0.0042
195706,-0.004003738,-3.309867708,-2.628348566,0.565876532,0.03035099,-0.681519143,0.0329,0.0072,0.0032
195707,0.008705262,-3.315439138,-2.634821272,0.560056635,0.032139271,-0.680617866,0.0316,0.0074,0.0049
195708,-0.060589181,-3.251923679,-2.572200484,0.588004542,0.035635293,-0.679723195,0.0337,0.0072,0.003
195709,-0.066856866,-3.18230614,-2.503465355,0.624150778,0.034110094,-0.678840785,0.0353,0.0081,0.0011
195710,-0.03556443,-3.144054865,-2.480531432,0.645746418,0.038197979,-0.663523433,0.0358,0.0089,0.0011
195711,0.013191682,-3.154367266,-2.506226266,0.633071776,0.040755164,-0.648141,0.0331,0.0101,0.0009
195712,-0.044881337,-3.106413803,-2.473716678,0.653675779,0.034652496,-0.632697125,0.0304,0.0122,0.0019
195801,0.039840437,-3.152018726,-2.538601918,0.632860762,0.029838174,-0.613416808,0.0244,0.0123,0.0086
195802,-0.022113323,-3.134921168,-2.54131533,0.647390435,0.02764915,-0.593605837,0.0153,0.0107,0.0172
195803,0.029303,-3.169068194,-2.595824941,0.668591638,0.028763281,-0.573243253,0.013,0.0105,0.0191
195804,0.030391711,-3.207960704,-2.649703114,0.655245031,0.026939564,-0.55825759,0.0113,0.0107,0.0198
195805,0.014094278,-3.230435922,-2.687620711,0.645558677,0.022763656,-0.542815211,0.0091,0.0105,0.0222
195806,0.025057224,-3.263860243,-2.736979228,0.62466017,0.021255084,-0.526881015,0.0083,0.0098,0.0241
195807,0.041442309,-3.306060597,-2.784885249,0.593848784,0.016790099,-0.521175348,0.0091,0.0086,0.0252
195808,0.010389719,-3.317857658,-2.802417266,0.587263826,0.014886103,-0.515440393,0.0169,0.0082,0.0202
195809,0.04521195,-3.365100877,-2.855431992,0.561371197,0.013849507,-0.509668886,0.0244,0.0078,0.0136
195810,0.022863822,-3.38630589,-2.8793295,0.549869298,0.012103187,-0.50697639,0.0263,0.0081,0.0111
195811,0.01993424,-3.404635067,-2.900328556,0.535823198,0.011411693,-0.504306511,0.0267,0.0078,0.0101
195812,0.048406278,-3.451528308,-2.949887594,0.51177932,0.023488247,-0.501640714,0.0277,0.0077,0.0105
195901,0.0014492,-3.451520568,-2.928626903,0.502895818,0.027566343,-0.522893665,0.0282,0.0075,0.0126
195902,-0.002427929,-3.447556016,-2.903998563,0.494946147,0.027750979,-0.543557453,0.027,0.0075,0.0132
195903,-0.001789343,-3.444321808,-2.880678629,0.516860282,0.02483265,-0.56364318,0.028,0.0072,0.0123
195904,0.03559227,-3.478608116,-2.888115926,0.498597194,0.024211962,-0.59049219,0.0295,0.0063,0.0119
195905,0.016386141,-3.49361655,-2.877167903,0.48307678,0.025721125,-0.616448648,0.0284,0.0059,0.0133
195906,-0.00625658,-3.486298182,-2.844738371,0.483219391,0.026774931,-0.641559812,0.0321,0.0058,0.0098
195907,0.031631721,-3.516873689,-2.876096349,0.460822665,0.02694799,-0.64077734,0.032,0.0061,0.0097
195908,-0.017965774,-3.498020618,-2.858015023,0.468084466,0.027989028,-0.640005595,0.0338,0.0066,0.0085
195909,-0.050072801,-3.44761694,-2.808383524,0.492337893,0.030326639,-0.639233416,0.0404,0.0066,0.0025
195910,0.00781961,-3.455127559,-2.823466321,0.48097742,0.030811969,-0.631661238,0.0405,0.0071,0.0016
195911,0.009673901,-3.464594482,-2.840504617,0.471798295,0.029452307,-0.624089864,0.0415,0.007,0.0017
195912,0.023515881,-3.488193579,-2.871679625,0.457783797,0.022666571,-0.616513955,0.0449,0.007,-0.0002
196001,-0.077764951,-3.394206946,-2.79753312,0.499502104,0.02192001,-0.596673827,0.0435,0.0073,0.0006
196002,0.005834647,-3.383887272,-2.806662334,0.493556783,0.023856498,-0.577224938,0.0396,0.0078,0.0033
196003,-0.016750817,-3.350808001,-2.792666053,0.549798083,0.025399289,-0.558141948,0.0331,0.0076,0.008
196004,-0.020371494,-3.331409535,-2.78784671,0.56340369,0.025373496,-0.543562825,0.0323,0.0075,0.0103
196005,0.023760913,-3.356191139,-2.827380309,0.541966427,0.024328107,-0.52881083,0.0329,0.0082,0.0088
196006,0.017287512,-3.373817401,-2.859919578,0.529174862,0.024180531,-0.513897823,0.0246,0.0081,0.0161
196007,-0.026998421,-3.348733812,-2.833815038,0.549673277,0.025687681,-0.514918774,0.023,0.0081,0.0152
196008,0.02387125,-3.374519895,-2.85857815,0.541542197,0.025129791,-0.515941745,0.023,0.008,0.016
196009,-0.064358385,-3.312226043,-2.795265431,0.584341711,0.028237795,-0.516960612,0.0248,0.0076,0.0139
196010,-0.004346786,-3.30979409,-2.792833478,0.584120201,0.027792646,-0.516960612,0.023,0.0081,0.0161
196011,0.037506967,-3.349274109,-2.832313497,0.567630019,0.026070037,-0.516960612,0.0237,0.0077,0.0162
196012,0.04336104,-3.394508394,-2.877547781,0.550422965,0.022740016,-0.516960612,0.0225,0.0075,0.0155
196101,0.059376995,-3.457459467,-2.95730875,0.522986732,0.02180299,-0.500150717,0.0224,0.0078,0.018
196102,0.024500254,-3.485691581,-3.002692124,0.512022716,0.019421195,-0.482999456,0.0242,0.008,0.015
196103,0.023225658,-3.512621948,-3.04713883,0.546679869,0.022785999,-0.465483118,0.0239,0.008,0.0158
196104,0.001928728,-3.516457191,-3.057467602,0.545004494,0.023285069,-0.458989589,0.0229,0.0076,0.0162
196105,0.017052118,-3.535415823,-3.082962206,0.530916293,0.022492767,-0.452453618,0.0229,0.0074,0.0168
196106,-0.031210166,-3.506145441,-3.060270795,0.540821101,0.02251497,-0.445874646,0.0233,0.007,0.0171
196107,0.030405758,-3.534983878,-3.090342578,0.524405631,0.025225008,-0.4446413,0.0224,0.0068,0.018
196108,0.017442803,-3.551000979,-3.107584277,0.513792816,0.025460051,-0.443416702,0.0239,0.0066,0.0171
196109,-0.021780158,-3.527710154,-3.085513036,0.527516721,0.025548271,-0.442197117,0.0228,0.0067,0.0175
196110,0.026014578,-3.545487193,-3.098256697,0.525485851,0.026401554,-0.447230496,0.023,0.0071,0.017
196111,0.036528222,-3.574029612,-3.121894045,0.512610865,0.026107487,-0.452135567,0.0248,0.0072,0.0156
196112,0.00105539,-3.567298995,-3.110375589,0.505922258,0.022919403,-0.456923405,0.026,0.0068,0.0155
196201,-0.040875636,-3.525390919,-3.053129975,0.528428571,0.025302426,-0.472260944,0.0272,0.0066,0.0147
196202,0.013866263,-3.538248807,-3.050975461,0.522420733,0.029393501,-0.487273346,0.0273,0.0065,0.0141
196203,-0.008141833,-3.529096111,-3.027133174,0.545724592,0.024697783,-0.501962937,0.0272,0.0065,0.0126
196204,-0.066245557,-3.461858696,-2.953318414,0.579862625,0.025806983,-0.508540282,0.0273,0.0069,0.0121
196205,-0.092153132,-3.368695938,-2.853655824,0.628994392,0.02836645,-0.515040114,0.0269,0.0072,0.0124
196206,-0.087653851,-3.280071386,-2.758622775,0.687357469,0.027090965,-0.521448611,0.0273,0.0074,0.0128
196207,0.05919294,-3.33846207,-2.81449895,0.64522603,0.030367348,-0.52396312,0.0292,0.0071,0.012
196208,0.012821348,-3.350413266,-2.823953239,0.633310352,0.029210364,-0.526460027,0.0282,0.0071,0.0119
196209,-0.051721731,-3.29779364,-2.768863662,0.666344261,0.029865538,-0.528929977,0.0278,0.0071,0.012
196210,0.002152294,-3.294244186,-2.760162358,0.654153314,0.027380953,-0.534081828,0.0274,0.0071,0.0121
196211,0.09436905,-3.383054263,-2.843925673,0.594178346,0.024198298,-0.53912859,0.0283,0.0071,0.0113
196212,0.011012793,-3.38859879,-2.844529107,0.591627051,0.019320952,-0.544069682,0.0287,0.0068,0.0108
196301,0.045537629,-3.433431921,-2.888863229,0.564984989,0.016526279,-0.544568692,0.0291,0.007,0.0107
196302,-0.031706742,-3.401043404,-2.855971684,0.581953118,0.012608927,-0.54507172,0.0292,0.007,0.0108
196303,0.03244449,-3.432786183,-2.887222149,0.587528571,0.013752752,-0.545564034,0.0289,0.0069,0.0112
196304,0.044966233,-3.472442583,-2.922990564,0.558729274,0.01459955,-0.549452019,0.029,0.0066,0.0115
196305,0.0117863,-3.479007766,-2.925734634,0.551612193,0.014097167,-0.553273132,0.0293,0.0063,0.0113
196306,-0.022893071,-3.450997137,-2.893982131,0.567281575,0.017781139,-0.557015006,0.0299,0.0061,0.0108
196307,-0.006112202,-3.446018938,-2.880153636,0.576621659,0.009463241,-0.565865301,0.0318,0.0058,0.0089
196308,0.044834925,-3.49210197,-2.917494908,0.549827236,0.009656919,-0.574607062,0.0332,0.0054,0.0076
196309,-0.013908522,-3.479498232,-2.896246722,0.547223625,0.010458638,-0.58325151,0.0338,0.0053,0.0072
196310,0.028838597,-3.500706474,-2.9229184,0.530964077,0.0103707,-0.577788074,0.0345,0.0051,0.007
196311,-0.013524086,-3.479714898,-2.907310812,0.534296221,0.006039843,-0.572404086,0.0352,0.0051,0.0062
196312,0.021220532,-3.493579302,-2.926472842,0.525591454,0.008938387,-0.56710646,0.0352,0.005,0.0065
196401,0.023640983,-3.51286452,-2.939863921,0.510606871,0.014262203,-0.573000599,0.0352,0.0044,0.0069
196402,0.006879315,-3.515453386,-2.936670645,0.501162297,0.017288734,-0.578782741,0.0353,0.0047,0.0071
196403,0.012107567,-3.523326388,-2.938883409,0.523675442,0.017686042,-0.584442979,0.0354,0.0045,0.007
196404,0.003171601,-3.522256448,-2.933051757,0.525303107,0.020667356,-0.589204691,0.0347,0.0045,0.0076
196405,0.008491419,-3.526569331,-2.932687963,0.51903578,0.021023708,-0.593881368,0.0348,0.0044,0.0074
196406,0.01339482,-3.535831108,-2.937364053,0.512206855,0.020345441,-0.598467054,0.0348,0.0044,0.0071
196407,0.015196154,-3.545538197,-2.944718773,0.506360718,0.02114921,-0.600819424,0.0346,0.0043,0.0075
196408,-0.019275431,-3.520876384,-2.917751118,0.507942944,0.020565101,-0.603125266,0.035,0.0041,0.0073
196409,0.02537609,-3.540959324,-2.935568955,0.486537121,0.020292834,-0.605390369,0.0353,0.004,0.0068
196410,0.005074893,-3.54084149,-2.937665717,0.487813259,0.020015923,-0.603175773,0.0357,0.0039,0.0064
196411,-0.008227241,-3.52754578,-2.926555892,0.486503775,0.019061685,-0.600989888,0.0364,0.0038,0.0058
196412,0.000706515,-3.523415014,-2.924578513,0.4872273,0.023053757,-0.598836501,0.0384,0.0037,0.0039
196501,0.029448556,-3.549387674,-2.947719021,0.471723191,0.017886486,-0.601668652,0.0381,0.0037,0.0041
196502,-0.004755448,-3.54130383,-2.936842037,0.471399478,0.014813021,-0.604461793,0.0393,0.0037,0.0031
196503,-0.017902089,-3.520112674,-2.912907923,0.469489905,0.019147267,-0.607204751,0.0393,0.0036,0.0029
196504,0.03039588,-3.545965663,-2.93524259,0.452559335,0.014713083,-0.610723073,0.0393,0.0037,0.0029
196505,-0.011009797,-3.530440313,-2.916263217,0.454664285,0.016318733,-0.614177096,0.0389,0.0037,0.0034
196506,-0.053015501,-3.472894129,-2.85532963,0.480858956,0.01755078,-0.617564499,0.038,0.0039,0.0043
196507,0.010148874,-3.479871232,-2.859077026,0.473382176,0.015643601,-0.620794206,0.0384,0.004,0.004
196508,0.019077228,-3.495820749,-2.871846019,0.467360878,0.015602661,-0.62397473,0.0384,0.0039,0.0044
196509,0.028243549,-3.521039004,-2.893935236,0.448537471,0.016840036,-0.627103768,0.0392,0.0039,0.0041
196510,0.023625572,-3.540526611,-2.906955162,0.434420599,0.017473011,-0.633571449,0.0403,0.0037,0.003
196511,-0.012205508,-3.524288663,-2.884385997,0.440895311,0.020770751,-0.639902666,0.0409,0.0035,0.0032
196512,0.00526781,-3.525819721,-2.879717904,0.430637806,0.020768513,-0.646101817,0.0438,0.0034,0.0012
196601,0.001039033,-3.523350417,-2.874986839,0.424398328,0.020205388,-0.648363578,0.0459,0.0032,-0.0002
196602,-0.021901678,-3.498043492,-2.847455925,0.438496045,0.020018057,-0.650587566,0.0465,0.0034,0.0012
196603,-0.025874569,-3.468766378,-2.815991653,0.490175936,0.01672833,-0.652774725,0.0459,0.004,0.0001
196604,0.016458716,-3.483089206,-2.828830256,0.485498244,0.015664673,-0.65425895,0.0462,0.0045,0.0005
196605,-0.059520057,-3.421488948,-2.765761967,0.512742204,0.015893518,-0.65572698,0.0464,0.005,0.0009
196606,-0.020013024,-3.399311034,-2.742138955,0.520974601,0.017077859,-0.657172078,0.045,0.0051,0.0027
196607,-0.017536246,-3.378724526,-2.725546268,0.534943001,0.018538404,-0.653178258,0.048,0.0052,0.0002
196608,-0.085065054,-3.290791251,-2.641568652,0.574954656,0.02134418,-0.649222599,0.0496,0.0052,0.0003
196609,-0.01149355,-3.276818245,-2.631510124,0.585492496,0.016858335,-0.645308121,0.0537,0.006,-0.0057
196610,0.042000343,-3.325577639,-2.675542576,0.561661318,0.015057311,-0.650035063,0.0535,0.0069,-0.0068
196611,-0.001311176,-3.331002498,-2.676242636,0.57264493,0.01746053,-0.654759862,0.0532,0.0078,-0.0052
196612,-0.005617538,-3.33183112,-2.672345222,0.576945106,0.01718598,-0.659485898,0.0496,0.0079,-0.0041
196701,0.071346514,-3.403624988,-2.753640865,0.533363141,0.015716649,-0.649984123,0.0472,0.0077,-0.0024
196702,-0.0018319,-3.402119678,-2.7616636,0.540047893,0.017711355,-0.640456079,0.0456,0.0079,0.0009
196703,0.035109533,-3.43731869,-2.806413818,0.549550798,0.014930903,-0.630904872,0.0426,0.0072,0.0029
196704,0.038176842,-3.478690423,-2.855152067,0.530516694,0.015049434,-0.623538356,0.0384,0.0072,0.0093
196705,-0.056861826,-3.424824105,-2.808706934,0.558201182,0.011460818,-0.616117172,0.036,0.0072,0.0122
